id,question,predicted,ground_truth,answer_correct,f1,evidence_retrieved,mu,chi_nli,chi_lexical,chi_entity,chi_combined,rho,coherence,flagged,expected_coherent,explanation
case_00765,What is the roman empire at its peak?,military overspending,military overspending,1,1.0,1,0.0498,0.0,1.0,0.0,1.0,0.0498,contradicted,1,0,"Answer ""military overspending"" contradicts the evidence. The answer contains words (military, overspending) that do not appear in the evidence at all. Evidence says: ""What is the roman empire at its peak?"""
case_00766,What is brazil is the largest country in?,for its carnival festival,for its carnival festival,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0503,coherent,0,1,"Answer ""for its carnival festival"" is consistent with the evidence."
case_00767,What is cryptography is the practice of secure?,cities in massive numbers working,of adversaries public key,0,0.0,1,0.049,0.0,1.0,0.0,1.0,0.049,contradicted,1,1,"Answer ""cities in massive numbers working"" contradicts the evidence. The answer contains words (cities, massive, numbers, working) that do not appear in the evidence at all. Evidence says: ""cryptography is the practice of secure communication in the presence of adversaries. public key cryptography enables secure communication without sharing a secret key first. RSA and elliptic curve cryptography are widely used. quantum computers threaten to break current publickey systems. AES is still considered secure for symmetric encryption."""
case_00768,What is the moon is earths only natural?,unknown,unknown,1,1.0,1,0.0505,0.0,1.0,0.0,1.0,0.0505,contradicted,1,0,"Answer ""unknown"" contradicts the evidence. The answer contains words (unknown) that do not appear in the evidence at all. Evidence says: ""What is the moon is earths only natural?"""
case_00769,What is gradient descent is the workhorse optimization?,unknown,unknown,1,1.0,1,0.049,0.0,1.0,0.0,1.0,0.049,contradicted,1,0,"Answer ""unknown"" contradicts the evidence. The answer contains words (unknown) that do not appear in the evidence at all. Evidence says: ""What is gradient descent is the workhorse optimization?"""
case_00770,What is blockchain is a distributed ledger technology?,bitcoin each,bitcoin each,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0435,coherent,0,1,"Answer ""bitcoin each"" is consistent with the evidence."
case_00771,What is cooking is both an art and?,browning and flavor,browning and flavor,1,1.0,1,0.0517,0.0,1.0,0.0,1.0,0.0517,contradicted,1,0,"Answer ""browning and flavor"" contradicts the evidence. The answer contains words (browning, flavor) that do not appear in the evidence at all. Evidence says: ""What is cooking is both an art and?"""
case_00772,What is adults need 7-9 hours of sleep?,4x100m relay from,depression screens before bed suppress,0,0.0,1,0.0471,0.0,1.0,0.0,1.0,0.0471,contradicted,1,1,"Answer ""4x100m relay from"" contradicts the evidence. The answer contains words (relay) that do not appear in the evidence at all. Evidence says: ""adults need 7-9 hours of sleep per night for optimal health. sleep is when the brain clears waste products and consolidates memories. chronic sleep deprivation is linked to obesity heart disease and depression. screens before bed suppress melatonin production. idont get nearly enough sleep these days."""
case_00773,What is the industrial revolution started in britain?,at first,at first,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0528,coherent,0,1,"Answer ""at first"" is consistent with the evidence."
case_00774,What is the earths average temperature has risen?,among climate,among climate,1,1.0,1,0.0485,0.0,1.0,0.0,1.0,0.0485,contradicted,1,0,"Answer ""among climate"" contradicts the evidence. The answer contains words (among, climate) that do not appear in the evidence at all. Evidence says: ""What is the earths average temperature has risen?"""
case_00775,What is evolution by natural selection was proposed?,the war ended with the,the war ended with the,1,1.0,1,0.0479,0.0,1.0,0.0,1.0,0.0479,contradicted,1,0,"Answer ""the war ended with the"" contradicts the evidence. The answer contains words (war, ended) that do not appear in the evidence at all. Evidence says: ""evolution by natural selection was proposed by charles darwin in on the origin of species 1859. individuals with advantageous traits survive and reproduce more. over millions of years this drives adaptation and speciation. its often mischaracterized as survival of the fittest"""
case_00776,What is marie curie was a physicist and?,unknown,unknown,1,1.0,1,0.0524,0.0,1.0,0.0,1.0,0.0524,contradicted,1,0,"Answer ""unknown"" contradicts the evidence. The answer contains words (unknown) that do not appear in the evidence at all. Evidence says: ""What is marie curie was a physicist and?"""
case_00777,What is linux is a free open source?,powerful but has a,powerful but has a,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0551,coherent,0,1,"Answer ""powerful but has a"" is consistent with the evidence."
case_00778,What is the Earths lithosphere is divided into?,greatest basketball player ever he,the theory,0,0.0,1,0.0457,0.0,1.0,0.0,1.0,0.0457,contradicted,1,1,"Answer ""greatest basketball player ever he"" contradicts the evidence. The answer contains words (greatest, basketball, player, ever, he) that do not appear in the evidence at all. Evidence says: ""the Earths lithosphere is divided into tectonic plates that float on the asthenosphere. they move a few centimeters per year driven by mantle convection. earthquakes and volcanoes mostly occur at plate boundries. the theory was controversal when first proposed in the 1960s."""
case_00779,What is alan turing was a mathematician and?,prosecuted for homosexuality and,prosecuted for homosexuality and,1,1.0,1,0.0486,0.0,1.0,0.0,1.0,0.0486,contradicted,1,0,"Answer ""prosecuted for homosexuality and"" contradicts the evidence. The answer contains words (prosecuted, homosexuality) that do not appear in the evidence at all. Evidence says: ""What is alan turing was a mathematician and?"""
case_00780,What is DNA has a double helix structure?,giving them a run,xray crystallography,0,0.0,1,0.0489,0.0,1.0,0.0,1.0,0.0489,contradicted,1,1,"Answer ""giving them a run"" contradicts the evidence. The answer contains words (giving, them, run) that do not appear in the evidence at all. Evidence says: ""DNA has a double helix structure discovered by watson and crick in 1953 based on xray crystallography data from Rosalind Franklin. the strands are made of nucleotides A T C G. A pa"""
case_00781,What is the transformer architecture introduced in 2017?,multiplications but hey it,multiplications but hey it,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0517,coherent,0,1,"Answer ""multiplications but hey it"" is consistent with the evidence."
case_00782,What is da vinci was a renaissance polymath?,developed the theory of,developed the theory of,1,1.0,1,0.0504,0.0,1.0,0.0,1.0,0.0504,contradicted,1,0,"Answer ""developed the theory of"" contradicts the evidence. The answer contains words (developed, theory) that do not appear in the evidence at all. Evidence says: ""da vinci was a renaissance polymath artist inventor and scientist. hes most famous for painting the mona lisa and the last supper. he filled notebooks with anatomical drawings flying machines and observations. he wrote in mirror script. only about 15 of his paintings survive."""
case_00783,What is japan is an island nation in?,island nation in,island nation in,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0443,coherent,0,1,"Answer ""island nation in"" is consistent with the evidence."
case_00784,What is databases store organized data.?,pairs postgresql is open source,pairs postgresql is open source,1,1.0,1,0.0528,0.0,1.0,0.0,1.0,0.0528,contradicted,1,0,"Answer ""pairs postgresql is open source"" contradicts the evidence. The answer contains words (pairs, postgresql, open, source) that do not appear in the evidence at all. Evidence says: ""What is databases store organized data.?"""
case_00785,What is ww2 lasted from 1939 to 1945?,pizza is,human history with 70-85 million,0,0.0,1,0.0485,0.0,1.0,0.0,1.0,0.0485,contradicted,1,1,"Answer ""pizza is"" contradicts the evidence. The answer contains words (pizza) that do not appear in the evidence at all. Evidence says: ""ww2 lasted from 1939 to 1945 involving most of the worlds nations. it was the deadliest conflict in human history with 70-85 million casualties. the war ended with the atomic bombings of hiroshima and nagasaki. the united nations was established afterward to prevent future wars."""
case_00786,What is rl is about an agent learning?,computer vision for years with,computer vision for years with,1,1.0,1,0.0467,0.0,1.0,0.0,1.0,0.0467,contradicted,1,0,"Answer ""computer vision for years with"" contradicts the evidence. The answer contains words (computer, vision, years) that do not appear in the evidence at all. Evidence says: ""rl is about an agent learning from rewards and punishments in an environment. its how alphago beat the world champion and how robots learn to walk. the exploration vs exploitation tradeoff is central. sometimes you have to try random things to discover better strategies."""
case_00787,What is python and javascript are two of?,6H2O -,just use the,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0461,coherent,0,1,"Answer ""6H2O -"" is consistent with the evidence."
case_00788,What is gradient descent is the workhorse optimization?,code during ww2 which historians,you compute the gradient,0,0.0,1,0.0546,0.0,1.0,0.0,1.0,0.0546,contradicted,1,1,"Answer ""code during ww2 which historians"" contradicts the evidence. The answer contains words (code, which, historians) that do not appear in the evidence at all. Evidence says: ""gradient descent is the workhorse optimization algorithm in machine learning. you compute the gradient of the loss function and take steps in the opposite direction. learning rate matters a lot too small and you never converge too large and you diverge. adaM is usually a safe default choice."""
case_00789,What is the Earths lithosphere is divided into?,float on the,float on the,1,1.0,1,0.0474,0.0,1.0,0.0,1.0,0.0474,contradicted,1,0,"Answer ""float on the"" contradicts the evidence. The answer contains words (float) that do not appear in the evidence at all. Evidence says: ""What is the Earths lithosphere is divided into?"""
case_00790,What is music is a universal human phenomenon?,silence over time,silence over time,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0475,coherent,0,1,"Answer ""silence over time"" is consistent with the evidence."
case_00791,What is einstein was a theoretical physicist who?,controversal but honestly,a theoretical physicist who,0,0.0,1,0.054,0.0,1.0,0.0,1.0,0.054,contradicted,1,1,"Answer ""controversal but honestly"" contradicts the evidence. The answer contains words (controversal, honestly) that do not appear in the evidence at all. Evidence says: ""einstein was a theoretical physicist who developed the theory of relativity. his famous equation E=mc^2 shows mass and energy are equivalent"""
case_00792,What is serena williams is one of the?,the most in,the most in,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.048,coherent,0,1,"Answer ""the most in"" is consistent with the evidence."
case_00793,What is the French Revolution began in 1789?,solitary both are fine,solitary both are fine,1,1.0,1,0.0491,0.0,1.0,0.0,1.0,0.0491,contradicted,1,0,"Answer ""solitary both are fine"" contradicts the evidence. The answer contains words (solitary, fine) that do not appear in the evidence at all. Evidence says: ""the French Revolution began in 1789 with the storming of the Bastille. the motto was liberte egalite fraternite. it got pretty bloody with the reign of terror under Robespierre executing 17000 people. Napoleon eventually took over and became emperor."""
case_00794,What is usain bolt is the fastest human?,and owned,and owned,1,1.0,1,0.0491,0.0,1.0,0.0,1.0,0.0491,contradicted,1,0,"Answer ""and owned"" contradicts the evidence. The answer contains words (owned) that do not appear in the evidence at all. Evidence says: ""usain bolt is the fastest human ever timed. he holds world records in the 100m 200m and 4x100m relay. from jamaica he won 8 olympic gold medals. his signature celebration is the lightning bolt pose. he retired in 2017 and tried football unsuccessfully."""
case_00795,What is most startups fail within the first?,and clutch,a few companies,0,0.0,1,0.0499,0.0,1.0,0.0,1.0,0.0499,contradicted,1,1,"Answer ""and clutch"" contradicts the evidence. The answer contains words (clutch) that do not appear in the evidence at all. Evidence says: ""most startups fail within the first 2 years. the ones that succeed often pivot from their original idea. finding productmarket fit is the hardest part. venture capital is a hitsdriven business where a few companies return the entire fund. the lean startup methodology emphasizes rapid iteration and validated learning."""
case_00796,What is coffee is one of the most?,you feel alert too much,you feel alert too much,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0476,coherent,0,1,"Answer ""you feel alert too much"" is consistent with the evidence."
case_00797,What is serena williams is one of the?,and Soviet Union,and Soviet Union,1,1.0,1,0.0479,0.0,1.0,1.0,1.0,0.0479,contradicted,1,0,"Answer ""and Soviet Union"" contradicts the evidence. The answer contains words (soviet, union) that do not appear in the evidence at all; Key names or terms (soviet union) found in the answer are missing from the evidence. Evidence says: ""serena williams is one of the greatest tennis players of all time. she won 23 grand slam singles titles the most in the open era. she played with her sister venus and they dominated womens tennis for over a decade. shes """
case_00798,What is michael jordan is widely considered the?,to obesity heart disease,to obesity heart disease,1,1.0,1,0.0485,0.0,1.0,0.0,1.0,0.0485,contradicted,1,0,"Answer ""to obesity heart disease"" contradicts the evidence. The answer contains words (obesity, heart, disease) that do not appear in the evidence at all. Evidence says: ""michael jordan is widely considered the greatest basketball player ever. he won 6 NBA championships with the chicago bulls in the 1990s. his airness was known for his competitive drive and clutch performances. he also tried baseball and owned the charlotte hornets."""
case_00799,What is the cold war was a period?,and depression,the Berlin Wall fell,0,0.0,1,0.0526,0.0,1.0,0.0,1.0,0.0526,contradicted,1,1,"Answer ""and depression"" contradicts the evidence. The answer contains words (depression) that do not appear in the evidence at all. Evidence says: ""the cold war was a period of geopolitical tension between the US and Soviet Union from 1947 to 1991. they never fought directly but proxy wars happened in korea vietnam afghanistan. the space race and arms race were major features. the Berlin Wall fell in 1989 symbolizing the end."""
case_00800,What is cnns dominated computer vision for years?,unknown,unknown,1,1.0,1,0.0466,0.0,1.0,0.0,1.0,0.0466,contradicted,1,0,"Answer ""unknown"" contradicts the evidence. The answer contains words (unknown) that do not appear in the evidence at all. Evidence says: ""What is cnns dominated computer vision for years?"""
case_00801,What is neural networks are computing systems vaguely?,biological brains they consist of,biological brains they consist of,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0465,coherent,0,1,"Answer ""biological brains they consist of"" is consistent with the evidence."
case_00802,What is DNA has a double helix structure?,C pairs with,C pairs with,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0508,coherent,0,1,"Answer ""C pairs with"" is consistent with the evidence."
case_00803,What is evolution by natural selection was proposed?,the presence,years this drives adaptation and,0,0.0,1,0.0472,0.0,1.0,0.0,1.0,0.0472,contradicted,1,1,"Answer ""the presence"" contradicts the evidence. The answer contains words (presence) that do not appear in the evidence at all. Evidence says: ""evolution by natural selection was proposed by charles darwin in on the origin of species 1859. individuals with advantageous traits survive and reproduce more. over millions of years this drives adaptation and speciation. its often mischaracterized as survival of the fittest which is circular."""
case_00804,What is cats and dogs are the two?,is earths,is earths,1,1.0,1,0.0494,0.0,1.0,0.0,1.0,0.0494,contradicted,1,0,"Answer ""is earths"" contradicts the evidence. The answer contains words (earths) that do not appear in the evidence at all. Evidence says: ""cats and dogs are the two most popular pets in the world. dogs were domesticated about 15000 years ago while cats domesticated themselves about 10000 years ago. the internets favorite debate. dogs are pack animals cats are solitary. both are fine honestly depends on your lifestyle."""
case_00805,What is frida kahlo was a mexican painter?,linux is a free,diego rivera twice her,0,0.0,1,0.0546,0.0,1.0,0.0,1.0,0.0546,contradicted,1,1,"Answer ""linux is a free"" contradicts the evidence. The answer contains words (linux, free) that do not appear in the evidence at all. Evidence says: ""frida kahlo was a mexican painter known for her self-portraits and surrealist style. she was in a terrible bus accident as a teenager that left her in pain her whole life. she married diego rivera twice. her work explores identity pai"""
case_00806,What is Photosynthesis is how plants convert sunlight?,chlorophyll the,chlorophyll the,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0508,coherent,0,1,"Answer ""chlorophyll the"" is consistent with the evidence."
case_00807,What is neural networks are computing systems vaguely?,each connection has a,each connection has a,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.045,coherent,0,1,"Answer ""each connection has a"" is consistent with the evidence."
case_00808,What is antarctica is the coldest driest and?,stations the antarctic treaty preserves,stations the antarctic treaty preserves,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0512,coherent,0,1,"Answer ""stations the antarctic treaty preserves"" is consistent with the evidence."
case_00809,What is pizza originated in naples italy as?,is widely,to honor queen margherita,0,0.0,1,0.0513,0.0,1.0,0.0,1.0,0.0513,contradicted,1,1,"Answer ""is widely"" contradicts the evidence. The answer contains words (widely) that do not appear in the evidence at all. Evidence says: ""pizza originated in naples italy as a dish for poor people. the margherita pizza was created in 1889 to honor queen margherita with tomatoes mozzarella and basil representing the italian flag. its now a global phenomenon with endless variations. pineapple on pizza is controversal but honestly its fine."""
case_00810,What is frida kahlo was a mexican painter?,years this drives adaptation,a teenager that,0,0.0,1,0.0518,0.0,1.0,0.0,1.0,0.0518,contradicted,1,1,"Answer ""years this drives adaptation"" contradicts the evidence. The answer contains words (years, this, drives, adaptation) that do not appear in the evidence at all. Evidence says: ""frida kahlo was a mexican painter known for her self-portraits and surrealist style. she was in a terrible bus accident as a teenager that left her in pain her whole life. she married diego rivera twice. her work explores identity pain and mexican culture. she became a feminist icon posthumously."""
case_00811,What is einstein was a theoretical physicist who?,unknown,unknown,1,1.0,1,0.0514,0.0,1.0,0.0,1.0,0.0514,contradicted,1,0,"Answer ""unknown"" contradicts the evidence. The answer contains words (unknown) that do not appear in the evidence at all. Evidence says: ""What is einstein was a theoretical physicist who?"""
case_00812,What is quantum mechanics describes nature at the?,is the largest country in,waves and particles,0,0.0,1,0.0502,0.0,1.0,0.0,1.0,0.0502,contradicted,1,1,"Answer ""is the largest country in"" contradicts the evidence. The answer contains words (largest, country) that do not appear in the evidence at all. Evidence says: ""quantum mechanics describes nature at the atomic and subatomic scale. particles behave as both waves and particles depending on how you measure them. the schrodinger equation describes how quantum states evolve. observation collapses the wavefunction. nobody really understands it says feynman."""
case_00813,What is adults need 7-9 hours of sleep?,the rest of,products and,0,0.0,1,0.0435,0.0,1.0,0.0,1.0,0.0435,contradicted,1,1,"Answer ""the rest of"" contradicts the evidence. The answer contains words (rest) that do not appear in the evidence at all. Evidence says: ""adults need 7-9 hours of sleep per night for optimal health. sleep is when the brain clears waste products and consolidates memories. chronic sleep deprivation is linked to obesity heart disease and depression"""
case_00814,What is alan turing was a mathematician and?,unlike the rest of,ww2 which,0,0.0,1,0.0474,0.0,1.0,0.0,1.0,0.0474,contradicted,1,1,"Answer ""unlike the rest of"" contradicts the evidence. The answer contains words (unlike, rest) that do not appear in the evidence at all. Evidence says: ""alan turing was a mathematician and computer scientist. he formalized the concept of computation with the turing machine. he cracked the enigma code during ww2 which historians say shortened the war by years. he was prosecuted for homosexuality and chemicall"""
case_00815,What is michael jordan is widely considered the?,unknown,unknown,1,1.0,1,0.0478,0.0,1.0,0.0,1.0,0.0478,contradicted,1,0,"Answer ""unknown"" contradicts the evidence. The answer contains words (unknown) that do not appear in the evidence at all. Evidence says: ""What is michael jordan is widely considered the?"""
case_00816,What is the internet started as ARPANET a?,the official,is a,0,0.0,1,0.0474,0.0,1.0,0.0,1.0,0.0474,contradicted,1,1,"Answer ""the official"" contradicts the evidence. The answer contains words (official) that do not appear in the evidence at all. Evidence says: ""the internet started as ARPANET a US military project in the 1960s. tim bernerslee invented the world wide web in 1989. now theres like 5 billion users. its basically a series of tubes filled with cat videos and arguments. net neutrality is a recurring political issue."""
case_00817,What is the roman empire at its peak?,unknown,unknown,1,1.0,1,0.0501,0.0,1.0,0.0,1.0,0.0501,contradicted,1,0,"Answer ""unknown"" contradicts the evidence. The answer contains words (unknown) that do not appear in the evidence at all. Evidence says: ""What is the roman empire at its peak?"""
case_00818,What is brazil is the largest country in?,in brazil rio de Janeiro,in brazil rio de Janeiro,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.049,coherent,0,1,"Answer ""in brazil rio de Janeiro"" is consistent with the evidence."
case_00819,What is cryptography is the practice of secure?,widely used quantum computers,widely used quantum computers,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0489,coherent,0,1,"Answer ""widely used quantum computers"" is consistent with the evidence."
case_00820,What is the moon is earths only natural?,traits survive,satellite its about 384400 km,0,0.0,1,0.0478,0.0,1.0,0.0,1.0,0.0478,contradicted,1,1,"Answer ""traits survive"" contradicts the evidence. The answer contains words (traits, survive) that do not appear in the evidence at all. Evidence says: ""the moon is earths only natural satellite. its about 384400 km away and 1/4 the size of earth. the moon landing in 1969 is one of humanitys greatest achievements. conspiracy theorists think it was faked but theres overwhelming evidence we went. the moon is slowly drifting away."""
case_00821,What is gradient descent is the workhorse optimization?,volcanoes mostly occur,loss function,0,0.0,1,0.0493,0.0,1.0,0.0,1.0,0.0493,contradicted,1,1,"Answer ""volcanoes mostly occur"" contradicts the evidence. The answer contains words (volcanoes, mostly, occur) that do not appear in the evidence at all. Evidence says: ""gradient descent is the workhorse optimization algorithm in machine learning. you compute the gradient of the loss function and take steps in the opposite direction. learning rate m"""
case_00822,What is blockchain is a distributed ledger technology?,12C since preindustrial times,in practice,0,0.0,1,0.0464,0.0,1.0,0.0,1.0,0.0464,contradicted,1,1,"Answer ""12C since preindustrial times"" contradicts the evidence. The answer contains words (preindustrial, times) that do not appear in the evidence at all. Evidence says: ""blockchain is a distributed ledger technology that underpins cryptocurrencies like bitcoin. each block contains a cryptographic hash of the previous block creating a chain. its supposed to be immutable and trustless. in practice its slow expensive and most applications havent found productmarket fit outside speculation."""
case_00823,What is cooking is both an art and?,flavor development when,flavor development when,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0511,coherent,0,1,"Answer ""flavor development when"" is consistent with the evidence."
case_00824,What is adults need 7-9 hours of sleep?,linked to obesity heart,linked to obesity heart,1,1.0,1,0.0467,0.0,1.0,0.0,1.0,0.0467,contradicted,1,0,"Answer ""linked to obesity heart"" contradicts the evidence. The answer contains words (linked, obesity, heart) that do not appear in the evidence at all. Evidence says: ""What is adults need 7-9 hours of sleep?"""
case_00825,What is the industrial revolution started in britain?,adaptation and speciation,adaptation and speciation,1,1.0,1,0.053,0.0,1.0,0.0,1.0,0.053,contradicted,1,0,"Answer ""adaptation and speciation"" contradicts the evidence. The answer contains words (adaptation, speciation) that do not appear in the evidence at all. Evidence says: ""the industrial revolution started in britain around 1760. steam power mechanized textile production and railways transformed transportation. people moved from farms to cities in massive numbers. working conditions were terrible at first with child labor and 16hour workdays common."""
case_00826,What is the earths average temperature has risen?,charles darwin,charles darwin,1,1.0,1,0.0498,0.0,1.0,0.0,1.0,0.0498,contradicted,1,0,"Answer ""charles darwin"" contradicts the evidence. The answer contains words (charles, darwin) that do not appear in the evidence at all. Evidence says: ""the earths average temperature has risen about 1.2C since preindustrial times. the overwhelming consensus among climate scientists is that humans are causing it through greenhouse gas emissions. effects include sea level rise more extreme weather and biodiversity loss. the paris agreement aims to limit warming to 1.5C but were not on track."""
case_00827,What is evolution by natural selection was proposed?,proposed by charles,proposed by charles,1,1.0,1,0.0947,0.0,0.5,0.0,0.5,0.0474,contradicted,1,0,"Answer ""proposed by charles"" contradicts the evidence. The answer contains words (charles) that do not appear in the evidence at all. Evidence says: ""What is evolution by natural selection was proposed?"""
case_00828,What is marie curie was a physicist and?,turing machine,to do so,0,0.0,1,0.0516,0.0,1.0,0.0,1.0,0.0516,contradicted,1,1,"Answer ""turing machine"" contradicts the evidence. The answer contains words (turing, machine) that do not appear in the evidence at all. Evidence says: ""marie curie was a physicist and chemist who pioneered research on radioactivity. she discovered polonium and radium. she won nobel prizes in both physics and chemistry the first person to do so. she died of aplastic anemia from radiation exposure. her notebooks are still radioactive."""
case_00829,What is linux is a free open source?,unknown,unknown,1,1.0,1,0.0539,0.0,1.0,0.0,1.0,0.0539,contradicted,1,0,"Answer ""unknown"" contradicts the evidence. The answer contains words (unknown) that do not appear in the evidence at all. Evidence says: ""What is linux is a free open source?"""
case_00830,What is the Earths lithosphere is divided into?,was a renaissance,convection earthquakes and volcanoes,0,0.0,1,0.0467,0.0,1.0,0.0,1.0,0.0467,contradicted,1,1,"Answer ""was a renaissance"" contradicts the evidence. The answer contains words (renaissance) that do not appear in the evidence at all. Evidence says: ""the Earths lithosphere is divided into tectonic plates that float on the asthenosphere. they move a few centimeters per year driven by mantle convection. earthquakes and volcanoes mostly occur at plate boundries. the theory was controversal when first proposed in the 1960s."""
case_00831,What is alan turing was a mathematician and?,unknown,unknown,1,1.0,1,0.0473,0.0,1.0,0.0,1.0,0.0473,contradicted,1,0,"Answer ""unknown"" contradicts the evidence. The answer contains words (unknown) that do not appear in the evidence at all. Evidence says: ""What is alan turing was a mathematician and?"""
case_00832,What is DNA has a double helix structure?,databases store,the strands are,0,0.0,1,0.0505,0.0,1.0,0.0,1.0,0.0505,contradicted,1,1,"Answer ""databases store"" contradicts the evidence. The answer contains words (databases, store) that do not appear in the evidence at all. Evidence says: ""DNA has a double helix structure discovered by watson and crick in 1953 based on xray crystallography data from Rosalind Franklin. the strands are made of nucleotides A T C G. A pa"""
case_00833,What is the transformer architecture introduced in 2017?,her sister venus and,2017 by vaswani et,0,0.0,1,0.0508,0.0,1.0,0.0,1.0,0.0508,contradicted,1,1,"Answer ""her sister venus and"" contradicts the evidence. The answer contains words (her, sister, venus) that do not appear in the evidence at all. Evidence says: ""the transformer architecture introduced in 2017 by vaswani et al revolutionized NLP. its based on self-attention mechanisms that process all tokens in parallel unlike RNNs. BERT GPT and T5 all use transformers. some people argue theyre just really big matrix multiplications but hey it works."""
case_00834,What is da vinci was a renaissance polymath?,of terror,of terror,1,1.0,1,0.0481,0.0,1.0,0.0,1.0,0.0481,contradicted,1,0,"Answer ""of terror"" contradicts the evidence. The answer contains words (terror) that do not appear in the evidence at all. Evidence says: ""da vinci was a renaissance polymath artist inventor and scientist. hes most famous for painting the mona lisa and the last supper. he filled notebooks with anatomical drawings flying machines and observations. he wrote in mirror script. only about 15 of his paintings survive."""
case_00835,What is japan is an island nation in?,and clutch performances he also,and clutch performances he also,1,1.0,1,0.0447,0.0,1.0,0.0,1.0,0.0447,contradicted,1,0,"Answer ""and clutch performances he also"" contradicts the evidence. The answer contains words (clutch, performances, he, also) that do not appear in the evidence at all. Evidence says: ""japan is an island nation in east asia with a population of 125 million. its known for its blend of ancient traditions and cutting-edge technology. tokyo is the largest metropolitan area in the world. the country experiences frequent earthquakes including the 2011 disaster that caused a nuclear meltdown at Fukushima."""
case_00836,What is databases store organized data.?,for her self-portraits,data SQL databases,0,0.0,1,0.0459,0.0,1.0,0.0,1.0,0.0459,contradicted,1,1,"Answer ""for her self-portraits"" contradicts the evidence. The answer contains words (her, self, portraits) that do not appear in the evidence at all. Evidence says: ""databases store organized data. SQL databases use tables and relationships while NoSQL databases use various models like documents or keyvalue pairs. postgresql is open source and powerful. mongodb is popular but leads to data inconsistency. choosing the right database depends on your data model and access patterns."""
case_00837,What is ww2 lasted from 1939 to 1945?,ended with,ended with,1,1.0,1,0.0467,0.0,1.0,0.0,1.0,0.0467,contradicted,1,0,"Answer ""ended with"" contradicts the evidence. The answer contains words (ended) that do not appear in the evidence at all. Evidence says: ""What is ww2 lasted from 1939 to 1945?"""
case_00838,What is rl is about an agent learning?,unknown,unknown,1,1.0,1,0.044,0.0,1.0,0.0,1.0,0.044,contradicted,1,0,"Answer ""unknown"" contradicts the evidence. The answer contains words (unknown) that do not appear in the evidence at all. Evidence says: ""What is rl is about an agent learning?"""
case_00839,What is python and javascript are two of?,G human DNA,python uses indentation for blocks,0,0.0,1,0.0474,0.0,1.0,1.0,1.0,0.0474,contradicted,1,1,"Answer ""G human DNA"" contradicts the evidence. The answer contains words (g, human, dna) that do not appear in the evidence at all; Key names or terms (dna) found in the answer are missing from the evidence. Evidence says: ""python and javascript are two of the most popular programming languages. python dominates data science and ML while javascript rules web development. python uses indentation for blocks javascript uses curly braces. both are dynamically typed interpreted languages. the war between them is tiresome just use the right tool for the job."""
case_00840,What is gradient descent is the workhorse optimization?,life she married,in machine learning you compute,0,0.0,1,0.0479,0.0,1.0,0.0,1.0,0.0479,contradicted,1,1,"Answer ""life she married"" contradicts the evidence. The answer contains words (life, she, married) that do not appear in the evidence at all. Evidence says: ""gradient descent is the workhorse optimization algorithm in machine learning. you compute the gradient of the loss function and take steps in the opposite direction. learning rate matters a lot too small and you never converge too large and you diverge. adaM is usually a safe default choice."""
case_00841,What is the Earths lithosphere is divided into?,unknown,unknown,1,1.0,1,0.0454,0.0,1.0,0.0,1.0,0.0454,contradicted,1,0,"Answer ""unknown"" contradicts the evidence. The answer contains words (unknown) that do not appear in the evidence at all. Evidence says: ""What is the Earths lithosphere is divided into?"""
case_00842,What is music is a universal human phenomenon?,music is a universal,music is a universal,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.051,coherent,0,1,"Answer ""music is a universal"" is consistent with the evidence."
case_00843,What is einstein was a theoretical physicist who?,memories chronic sleep,mass and energy are,0,0.0,1,0.0501,0.0,1.0,0.0,1.0,0.0501,contradicted,1,1,"Answer ""memories chronic sleep"" contradicts the evidence. The answer contains words (memories, chronic, sleep) that do not appear in the evidence at all. Evidence says: ""einstein was a theoretical physicist who developed the theory of relativity. his famous equation E=mc^2 shows mass and energy are equivalent"""
